 row  hr  holiday  workingday  temp   hum  windspeed  instant  mnth  yr  Clear_to_partly_cloudy  Light_Precipitation  Misty
1367  23        0           0  0.62  0.83      0.090    14371     8   1                       1                    0      0
1185   9        0           0  0.66  0.74      0.000    14189     8   1                       0                    0      1
26     2        0           1  0.74  0.51      0.254    13030     7   1                       0                    0      1
957   21        0           1  0.70  0.58      0.164    13961     8   1                       0                    0      1
527   23        0           0  0.68  0.79      0.164    13531     7   1                       1                    0      0
1088   8        0           1  0.70  0.65      0.284    14092     8   1                       0                    0      1
242    2        0           1  0.64  0.89      0.000    13246     7   1                       1                    0      0
727    7        0           1  0.68  0.83      0.224    13731     7   1                       1                    0      0
1403  11        0           1  0.78  0.55      0.254    14407     8   1                       1                    0      0
1470   6        0           1  0.64  0.89      0.164    14474     8   1                       0                    0      1
1206   6        0           1  0.60  0.78      0.134    14210     8   1                       0                    0      1
1352   8        0           0  0.68  0.79      0.284    14356     8   1                       1                    0      0
912    0        0           1  0.70  0.84      0.000    13916     8   1                       1                    0      0
379   19        0           1  0.80  0.63      0.134    13383     7   1                       1                    0      0
397   13        0           1  0.92  0.31      0.194    13401     7   1                       1                    0      0
71    23        0           1  0.66  0.83      0.000    13075     7   1                       1                    0      0
1335  15        0           0  0.64  0.73      0.328    14339     8   1                       0                    0      1
833   17        0           0  0.88  0.37      0.298    13837     8   1                       1                    0      0
865    1        0           1  0.72  0.79      0.090    13869     8   1                       1                    0      0
505    1        0           0  0.60  0.88      0.164    13509     7   1                       0                    0      1
1477  13        0           1  0.88  0.27      0.328    14481     8   1                       1                    0      0
1383  15        0           1  0.80  0.55      0.298    14387     8   1                       1                    0      0
211   19        0           1  0.74  0.55      0.164    13215     7   1                       1                    0      0
1484  20        0           1  0.80  0.49      0.134    14488     8   1                       1                    0      0
1476  12        0           1  0.86  0.26      0.254    14480     8   1                       1                    0      0
948   12        0           1  0.84  0.44      0.104    13952     8   1                       1                    0      0
619   19        0           1  0.90  0.45      0.328    13623     7   1                       1                    0      0
1081   1        0           1  0.70  0.61      0.000    14085     8   1                       1                    0      0
353   17        0           0  0.80  0.59      0.492    13357     7   1                       1                    0      0
1332  12        0           0  0.72  0.54      0.388    14336     8   1                       0                    1      0
479   23        0           1  0.62  0.83      0.284    13483     7   1                       0                    0      1
811   19        0           1  0.80  0.63      0.224    13815     8   1                       0                    0      1
1118  14        0           1  0.82  0.32      0.000    14122     8   1                       1                    0      0
513    9        0           0  0.66  0.69      0.000    13517     7   1                       0                    0      1
482    2        0           0  0.60  0.88      0.284    13486     7   1                       0                    1      0
907   19        0           1  0.76  0.66      0.104    13911     8   1                       0                    0      1
354   18        0           0  0.72  0.79      0.358    13358     7   1                       0                    1      0
148    4        0           0  0.74  0.74      0.164    13152     7   1                       1                    0      0
1184   8        0           0  0.64  0.69      0.104    14188     8   1                       0                    0      1
853   13        0           0  0.88  0.44      0.463    13857     8   1                       1                    0      0
487    7        0           0  0.58  0.88      0.254    13491     7   1                       0                    0      1
1289  17        0           1  0.76  0.45      0.224    14293     8   1                       1                    0      0
645   21        0           1  0.78  0.59      0.104    13649     7   1                       1                    0      0
801    9        0           1  0.74  0.66      0.104    13805     8   1                       0                    0      1
363    3        0           1  0.68  0.79      0.090    13367     7   1                       1                    0      0
1020  12        0           0  0.74  0.42      0.194    14024     8   1                       1                    0      0
1119  15        0           1  0.80  0.33      0.254    14123     8   1                       1                    0      0
933   21        0           1  0.74  0.66      0.104    13937     8   1                       1                    0      0
688   16        0           0  0.80  0.43      0.134    13692     7   1                       1                    0      0
870    6        0           1  0.70  0.79      0.224    13874     8   1                       0                    0      1
1272   0        0           1  0.64  0.78      0.000    14276     8   1                       1                    0      0
1177   1        0           0  0.64  0.65      0.000    14181     8   1                       1                    0      0
237   21        0           1  0.64  0.89      0.104    13241     7   1                       0                    1      0
94    22        1           0  0.82  0.56      0.224    13098     7   1                       1                    0      0
856   16        0           0  0.82  0.46      0.254    13860     8   1                       1                    0      0
63    15        0           1  0.90  0.24      0.000    13067     7   1                       0                    0      1
365    5        0           1  0.66  0.78      0.104    13369     7   1                       1                    0      0
641   17        0           1  0.86  0.41      0.284    13645     7   1                       1                    0      0
1336  16        0           0  0.66  0.74      0.298    14340     8   1                       0                    0      1
1333  13        0           0  0.72  0.51      0.358    14337     8   1                       0                    0      1
1015   7        0           0  0.64  0.65      0.134    14019     8   1                       1                    0      0
621   21        0           1  0.80  0.49      0.612    13625     7   1                       1                    0      0
1104   0        0           1  0.66  0.69      0.000    14108     8   1                       1                    0      0
1359  15        0           0  0.64  0.89      0.284    14363     8   1                       0                    1      0
1264  16        0           1  0.74  0.55      0.224    14268     8   1                       0                    1      0
1193  17        0           0  0.64  0.78      0.104    14197     8   1                       0                    0      1
1240  16        0           1  0.76  0.37      0.000    14244     8   1                       1                    0      0
709   13        0           1  0.80  0.49      0.164    13713     7   1                       1                    0      0
759   15        0           1  0.82  0.46      0.164    13763     8   1                       1                    0      0
1465   1        0           1  0.68  0.83      0.164    14469     8   1                       1                    0      0
1432  16        0           1  0.76  0.37      0.134    14436     8   1                       1                    0      0
690   18        0           0  0.80  0.41      0.298    13694     7   1                       1                    0      0
1309  13        0           1  0.80  0.41      0.104    14313     8   1                       0                    0      1
1401   9        0           1  0.70  0.79      0.164    14405     8   1                       0                    0      1
335   23        0           0  0.68  0.83      0.090    13339     7   1                       0                    0      1
1300   4        0           1  0.64  0.73      0.000    14304     8   1                       0                    0      1
876   12        0           1  0.78  0.55      0.090    13880     8   1                       0                    0      1
202   10        0           1  0.66  0.83      0.194    13206     7   1                       0                    0      1
812   20        0           1  0.78  0.66      0.224    13816     8   1                       0                    0      1
789   21        0           1  0.76  0.66      0.224    13793     8   1                       1                    0      0
230   14        0           1  0.82  0.38      0.164    13234     7   1                       1                    0      0
1256   8        0           1  0.64  0.73      0.090    14260     8   1                       1                    0      0
678    6        0           0  0.64  0.73      0.164    13682     7   1                       1                    0      0
1167  15        0           0  0.76  0.37      0.224    14171     8   1                       1                    0      0
685   13        0           0  0.80  0.49      0.224    13689     7   1                       1                    0      0
775    7        0           1  0.70  0.79      0.000    13779     8   1                       1                    0      0
1175  23        0           0  0.64  0.65      0.090    14179     8   1                       1                    0      0
1048  16        0           1  0.80  0.36      0.090    14052     8   1                       1                    0      0
232   16        0           1  0.80  0.43      0.224    13236     7   1                       1                    0      0
662   14        0           0  0.86  0.39      0.254    13666     7   1                       1                    0      0
1067  11        0           1  0.74  0.62      0.000    14071     8   1                       1                    0      0
341    5        0           0  0.68  0.89      0.134    13345     7   1                       1                    0      0
132   12        0           1  0.88  0.28      0.104    13136     7   1                       1                    0      0
1405  13        0           1  0.82  0.43      0.298    14409     8   1                       1                    0      0
343    7        0           0  0.70  0.79      0.090    13347     7   1                       1                    0      0
521   17        0           0  0.74  0.66      0.224    13525     7   1                       1                    0      0
254   14        0           1  0.80  0.41      0.224    13258     7   1                       1                    0      0
1404  12        0           1  0.80  0.49      0.284    14408     8   1                       1                    0      0
283   19        0           1  0.74  0.48      0.224    13287     7   1                       1                    0      0
1137   9        0           1  0.70  0.58      0.104    14141     8   1                       1                    0      0
82    10        1           0  0.80  0.46      0.000    13086     7   1                       1                    0      0
64    16        0           1  0.90  0.24      0.194    13068     7   1                       0                    0      1
677    5        0           0  0.62  0.78      0.194    13681     7   1                       1                    0      0
953   17        0           1  0.86  0.36      0.254    13957     8   1                       1                    0      0
1273   1        0           1  0.62  0.83      0.000    14277     8   1                       1                    0      0
770    2        0           1  0.66  0.83      0.090    13774     8   1                       1                    0      0
743   23        0           1  0.66  0.83      0.164    13747     7   1                       0                    0      1
914    2        0           1  0.70  0.84      0.000    13918     8   1                       1                    0      0
1294  22        0           1  0.68  0.61      0.104    14298     8   1                       0                    0      1
631    7        0           1  0.72  0.70      0.194    13635     7   1                       1                    0      0
1394   2        0           1  0.68  0.83      0.254    14398     8   1                       1                    0      0
1056   0        0           1  0.70  0.74      0.224    14060     8   1                       1                    0      0
115   19        0           1  0.88  0.39      0.254    13119     7   1                       0                    0      1
1205   5        0           1  0.60  0.83      0.000    14209     8   1                       0                    0      1
664   16        0           0  0.86  0.39      0.224    13668     7   1                       1                    0      0
1304   8        0           1  0.66  0.74      0.000    14308     8   1                       0                    0      1
531    3        0           1  0.66  0.94      0.090    13535     7   1                       0                    0      1
1113   9        0           1  0.72  0.54      0.104    14117     8   1                       1                    0      0
378   18        0           1  0.84  0.53      0.000    13382     7   1                       1                    0      0
768    0        0           1  0.70  0.74      0.000    13772     8   1                       1                    0      0
1416   0        0           1  0.66  0.69      0.000    14420     8   1                       1                    0      0
121    1        0           1  0.78  0.55      0.224    13125     7   1                       1                    0      0
1438  22        0           1  0.66  0.54      0.000    14442     8   1                       1                    0      0
1330  10        0           0  0.70  0.65      0.298    14334     8   1                       0                    0      1
1079  23        0           1  0.72  0.66      0.164    14083     8   1                       1                    0      0
470   14        0           1  0.70  0.84      0.164    13474     7   1                       0                    1      0
1396   4        0           1  0.66  0.83      0.134    14400     8   1                       1                    0      0
465    9        0           1  0.70  0.79      0.134    13469     7   1                       0                    0      1
423   15        0           1  0.92  0.35      0.358    13427     7   1                       0                    1      0
1450  10        0           1  0.72  0.54      0.000    14454     8   1                       1                    0      0
1060   4        0           1  0.68  0.83      0.194    14064     8   1                       0                    0      1
1449   9        0           1  0.70  0.58      0.000    14453     8   1                       1                    0      0
374   14        0           1  0.88  0.42      0.104    13378     7   1                       1                    0      0
919    7        0           1  0.70  0.84      0.164    13923     8   1                       0                    0      1
1169  17        0           0  0.76  0.37      0.224    14173     8   1                       1                    0      0
827   11        0           0  0.86  0.47      0.254    13831     8   1                       1                    0      0
693   21        0           0  0.72  0.70      0.134    13697     7   1                       1                    0      0
1463  23        0           1  0.70  0.74      0.104    14467     8   1                       1                    0      0
1345   1        0           0  0.64  0.89      0.194    14349     8   1                       1                    0      0
1269  21        0           1  0.64  0.73      0.000    14273     8   1                       1                    0      0
921    9        0           1  0.76  0.66      0.000    13925     8   1                       0                    0      1
483    3        0           0  0.60  0.88      0.254    13487     7   1                       0                    1      0
849    9        0           0  0.80  0.59      0.358    13853     8   1                       1                    0      0
506    2        0           0  0.60  0.88      0.104    13510     7   1                       0                    0      1
217    1        0           1  0.70  0.74      0.134    13221     7   1                       1                    0      0
1366  22        0           0  0.62  0.88      0.090    14370     8   1                       1                    0      0
1082   2        0           1  0.68  0.65      0.000    14086     8   1                       1                    0      0
389    5        0           1  0.68  0.74      0.090    13393     7   1                       1                    0      0
710   14        0           1  0.80  0.49      0.224    13714     7   1                       1                    0      0
1214  14        0           1  0.72  0.54      0.164    14218     8   1                       1                    0      0
425   17        0           1  0.74  0.70      0.254    13429     7   1                       1                    0      0
1355  11        0           0  0.74  0.66      0.358    14359     8   1                       1                    0      0
1286  14        0           1  0.78  0.46      0.224    14290     8   1                       1                    0      0
382   22        0           1  0.76  0.62      0.090    13386     7   1                       1                    0      0
1372   4        0           1  0.62  0.83      0.000    14376     8   1                       1                    0      0
329   17        0           0  0.70  0.79      0.164    13333     7   1                       0                    1      0
349   13        0           0  0.86  0.41      0.104    13353     7   1                       1                    0      0
535    7        0           1  0.70  0.84      0.134    13539     7   1                       1                    0      0
961    1        0           1  0.70  0.65      0.104    13965     8   1                       1                    0      0
681    9        0           0  0.72  0.62      0.254    13685     7   1                       1                    0      0
1039   7        0           1  0.66  0.65      0.134    14043     8   1                       1                    0      0
22    22        0           0  0.82  0.43      0.134    13026     7   1                       1                    0      0
717   21        0           1  0.72  0.70      0.194    13721     7   1                       1                    0      0
34    10        0           1  0.80  0.43      0.254    13038     7   1                       1                    0      0
276   12        0           1  0.78  0.35      0.134    13280     7   1                       1                    0      0
821    5        0           0  0.70  0.84      0.224    13825     8   1                       1                    0      0
1266  18        0           1  0.66  0.61      0.224    14270     8   1                       0                    1      0
414    6        0           1  0.72  0.70      0.164    13418     7   1                       1                    0      0
675    3        0           0  0.66  0.69      0.224    13679     7   1                       1                    0      0
370   10        0           1  0.80  0.59      0.000    13374     7   1                       1                    0      0
159   15        0           0  0.96  0.26      0.000    13163     7   1                       1                    0      0
287   23        0           1  0.70  0.51      0.224    13291     7   1                       0                    0      1
183   15        0           0  0.92  0.42      0.284    13187     7   1                       0                    1      0
1155   3        0           0  0.62  0.88      0.194    14159     8   1                       1                    0      0
1046  14        0           1  0.80  0.33      0.104    14050     8   1                       1                    0      0
532    4        0           1  0.66  0.94      0.134    13536     7   1                       0                    0      1
533    5        0           1  0.66  0.94      0.134    13537     7   1                       0                    0      1
813   21        0           1  0.76  0.66      0.194    13817     8   1                       0                    0      1
1320   0        0           0  0.70  0.61      0.000    14324     8   1                       0                    0      1
1306  10        0           1  0.76  0.48      0.000    14310     8   1                       0                    0      1
871    7        0           1  0.72  0.70      0.194    13875     8   1                       0                    1      0
1087   7        0           1  0.66  0.69      0.194    14091     8   1                       0                    0      1
1261  13        0           1  0.76  0.48      0.104    14265     8   1                       1                    0      0
1131   3        0           1  0.64  0.65      0.104    14135     8   1                       1                    0      0
160   16        0           0  1.00  0.19      0.164    13164     7   1                       1                    0      0
1189  13        0           0  0.64  0.83      0.134    14193     8   1                       0                    1      0
1022  14        0           0  0.76  0.40      0.194    14026     8   1                       1                    0      0
632    8        0           1  0.76  0.66      0.090    13636     7   1                       1                    0      0
1317  21        0           1  0.70  0.61      0.164    14321     8   1                       0                    0      1
127    7        0           1  0.78  0.46      0.134    13131     7   1                       1                    0      0
6      6        0           0  0.70  0.79      0.090    13010     7   1                       1                    0      0
941    5        0           1  0.66  0.94      0.000    13945     8   1                       0                    0      1
581    5        0           1  0.64  0.65      0.164    13585     7   1                       1                    0      0
80     8        1           0  0.70  0.61      0.104    13084     7   1                       1                    0      0
904   16        0           1  0.76  0.66      0.284    13908     8   1                       0                    1      0
187   19        0           0  0.78  0.62      0.164    13191     7   1                       1                    0      0
1077  21        0           1  0.74  0.62      0.224    14081     8   1                       1                    0      0
1468   4        0           1  0.64  0.89      0.134    14472     8   1                       1                    0      0
364    4        0           1  0.68  0.79      0.104    13368     7   1                       1                    0      0
415    7        0           1  0.74  0.66      0.164    13419     7   1                       1                    0      0
1098  18        0           1  0.74  0.51      0.224    14102     8   1                       1                    0      0
192    0        0           1  0.68  0.89      0.090    13196     7   1                       0                    0      1
534    6        0           1  0.68  0.89      0.090    13538     7   1                       0                    0      1
181   13        0           0  0.94  0.38      0.254    13185     7   1                       1                    0      0
214   22        0           1  0.72  0.58      0.104    13218     7   1                       0                    0      1
485    5        0           0  0.58  0.88      0.254    13489     7   1                       0                    1      0
1117  13        0           1  0.80  0.31      0.224    14121     8   1                       1                    0      0
648    0        0           0  0.74  0.62      0.134    13652     7   1                       1                    0      0
122    2        0           1  0.76  0.62      0.134    13126     7   1                       1                    0      0
1124  20        0           1  0.76  0.40      0.090    14128     8   1                       1                    0      0
358   22        0           0  0.72  0.74      0.104    13362     7   1                       1                    0      0
559    7        0           1  0.70  0.74      0.164    13563     7   1                       1                    0      0
605    5        0           1  0.66  0.74      0.194    13609     7   1                       1                    0      0
416    8        0           1  0.78  0.62      0.104    13420     7   1                       1                    0      0
872    8        0           1  0.70  0.79      0.000    13876     8   1                       0                    0      1
724    4        0           1  0.66  0.83      0.090    13728     7   1                       1                    0      0
474   18        0           1  0.66  0.78      0.328    13478     7   1                       0                    0      1
578    2        0           1  0.68  0.61      0.224    13582     7   1                       1                    0      0
403   19        0           1  0.88  0.35      0.254    13407     7   1                       1                    0      0
284   20        0           1  0.74  0.48      0.224    13288     7   1                       1                    0      0
702    6        0           1  0.66  0.83      0.164    13706     7   1                       1                    0      0
1458  18        0           1  0.80  0.38      0.134    14462     8   1                       1                    0      0
754   10        0           1  0.72  0.66      0.090    13758     8   1                       1                    0      0
1194  18        0           0  0.64  0.78      0.104    14198     8   1                       0                    0      1
386    2        0           1  0.72  0.70      0.090    13390     7   1                       1                    0      0
667   19        0           0  0.68  0.83      0.000    13671     7   1                       1                    0      0
331   19        0           0  0.72  0.84      0.090    13335     7   1                       1                    0      0
774    6        0           1  0.66  0.83      0.000    13778     8   1                       1                    0      0
430   22        0           1  0.76  0.58      0.090    13434     7   1                       1                    0      0
868    4        0           1  0.72  0.74      0.134    13872     8   1                       0                    0      1
653    5        0           0  0.68  0.79      0.164    13657     7   1                       1                    0      0
447   15        0           1  0.84  0.47      0.090    13451     7   1                       1                    0      0
691   19        0           0  0.76  0.55      0.164    13695     7   1                       1                    0      0
101    5        0           1  0.72  0.62      0.000    13105     7   1                       1                    0      0
446   14        0           1  0.86  0.44      0.090    13450     7   1                       1                    0      0
740   20        0           1  0.70  0.70      0.194    13744     7   1                       0                    1      0
1287  15        0           1  0.78  0.46      0.134    14291     8   1                       1                    0      0
1370   2        0           1  0.62  0.88      0.134    14374     8   1                       1                    0      0
207   15        0           1  0.76  0.45      0.224    13211     7   1                       0                    0      1
788   20        0           1  0.78  0.66      0.000    13792     8   1                       1                    0      0
1393   1        0           1  0.68  0.89      0.194    14397     8   1                       1                    0      0
288    0        0           1  0.70  0.54      0.164    13292     7   1                       0                    0      1
1271  23        0           1  0.64  0.83      0.000    14275     8   1                       1                    0      0
844    4        0           0  0.72  0.74      0.254    13848     8   1                       1                    0      0
1351   7        0           0  0.64  0.89      0.194    14355     8   1                       1                    0      0
916    4        0           1  0.70  0.84      0.000    13920     8   1                       1                    0      0
1072  16        0           1  0.82  0.43      0.224    14076     8   1                       1                    0      0
1301   5        0           1  0.64  0.78      0.000    14305     8   1                       1                    0      0
804   12        0           1  0.86  0.50      0.298    13808     8   1                       0                    0      1
964    4        0           1  0.70  0.84      0.284    13968     8   1                       0                    1      0
1312  16        0           1  0.76  0.48      0.134    14316     8   1                       0                    0      1
1480  16        0           1  0.90  0.27      0.254    14484     8   1                       1                    0      0
253   13        0           1  0.80  0.42      0.164    13257     7   1                       0                    0      1
1243  19        0           1  0.62  0.73      0.104    14247     8   1                       0                    1      0
936    0        0           1  0.72  0.74      0.194    13940     8   1                       1                    0      0
455   23        0           1  0.66  0.89      0.224    13459     7   1                       0                    1      0
538   10        0           1  0.78  0.62      0.000    13542     7   1                       0                    0      1
874   10        0           1  0.74  0.70      0.224    13878     8   1                       1                    0      0
268    4        0           1  0.64  0.73      0.104    13272     7   1                       1                    0      0
765   21        0           1  0.72  0.70      0.134    13769     8   1                       1                    0      0
545   17        0           1  0.82  0.52      0.134    13549     7   1                       1                    0      0
1360  16        0           0  0.64  0.89      0.284    14364     8   1                       0                    1      0
118   22        0           1  0.82  0.59      0.134    13122     7   1                       1                    0      0
413    5        0           1  0.72  0.70      0.164    13417     7   1                       1                    0      0
1135   7        0           1  0.64  0.73      0.104    14139     8   1                       1                    0      0
174    6        0           0  0.78  0.70      0.134    13178     7   1                       1                    0      0
1212  12        0           1  0.66  0.61      0.104    14216     8   1                       0                    0      1
400   16        0           1  0.92  0.29      0.164    13404     7   1                       1                    0      0
1141  13        0           1  0.84  0.36      0.388    14145     8   1                       1                    0      0
93    21        1           0  0.84  0.53      0.134    13097     7   1                       1                    0      0
1007  23        0           0  0.66  0.78      0.164    14011     8   1                       0                    1      0
311   23        0           1  0.72  0.45      0.134    13315     7   1                       0                    0      1
518   14        0           0  0.72  0.66      0.104    13522     7   1                       1                    0      0
1348   4        0           0  0.64  0.89      0.194    14352     8   1                       0                    0      1
153    9        0           0  0.84  0.59      0.164    13157     7   1                       1                    0      0
920    8        0           1  0.74  0.72      0.090    13924     8   1                       0                    0      1
1342  22        0           0  0.62  0.83      0.358    14346     8   1                       1                    0      0
443   11        0           1  0.80  0.55      0.104    13447     7   1                       1                    0      0
1148  20        0           1  0.72  0.58      0.224    14152     8   1                       0                    0      1
1415  23        0           1  0.68  0.57      0.000    14419     8   1                       1                    0      0
1047  15        0           1  0.82  0.34      0.224    14051     8   1                       1                    0      0
1054  22        0           1  0.72  0.62      0.328    14058     8   1                       1                    0      0
225    9        0           1  0.74  0.66      0.134    13229     7   1                       1                    0      0
1024  16        0           0  0.76  0.40      0.104    14028     8   1                       1                    0      0
1423   7        0           1  0.64  0.65      0.090    14427     8   1                       1                    0      0
713   17        0           1  0.76  0.55      0.328    13717     7   1                       1                    0      0
435    3        0           1  0.72  0.70      0.104    13439     7   1                       1                    0      0
179   11        0           0  0.92  0.42      0.298    13183     7   1                       1                    0      0
1417   1        0           1  0.64  0.69      0.134    14421     8   1                       1                    0      0
508    4        0           0  0.60  0.88      0.000    13512     7   1                       1                    0      0
32     8        0           1  0.76  0.52      0.194    13036     7   1                       1                    0      0
1290  18        0           1  0.74  0.48      0.224    14294     8   1                       1                    0      0
38    14        0           1  0.86  0.34      0.224    13042     7   1                       1                    0      0
24     0        0           1  0.76  0.58      0.224    13028     7   1                       0                    0      1
29     5        0           1  0.72  0.51      0.000    13033     7   1                       0                    0      1
199    7        0           1  0.66  0.83      0.224    13203     7   1                       0                    1      0
832   16        0           0  0.90  0.39      0.298    13836     8   1                       1                    0      0
1151  23        0           1  0.64  0.83      0.224    14155     8   1                       0                    1      0
180   12        0           0  0.92  0.42      0.194    13184     7   1                       1                    0      0
823    7        0           0  0.72  0.77      0.164    13827     8   1                       1                    0      0
1429  13        0           1  0.74  0.42      0.000    14433     8   1                       1                    0      0
264    0        0           1  0.68  0.61      0.000    13268     7   1                       0                    0      1
126    6        0           1  0.74  0.66      0.194    13130     7   1                       1                    0      0
1464   0        0           1  0.68  0.83      0.164    14468     8   1                       1                    0      0
719   23        0           1  0.70  0.74      0.194    13723     7   1                       1                    0      0
295    7        0           1  0.70  0.54      0.000    13299     7   1                       0                    0      1
794    2        0           1  0.68  0.79      0.224    13798     8   1                       1                    0      0
652    4        0           0  0.70  0.79      0.194    13656     7   1                       1                    0      0
660   12        0           0  0.84  0.41      0.224    13664     7   1                       1                    0      0
1217  17        0           1  0.70  0.58      0.284    14221     8   1                       1                    0      0
105    9        0           1  0.84  0.49      0.298    13109     7   1                       1                    0      0
1095  15        0           1  0.76  0.52      0.254    14099     8   1                       1                    0      0
347   11        0           0  0.82  0.52      0.164    13351     7   1                       1                    0      0
745    1        0           1  0.66  0.83      0.090    13749     8   1                       1                    0      0
922   10        0           1  0.80  0.52      0.134    13926     8   1                       0                    0      1
419   11        0           1  0.90  0.42      0.000    13423     7   1                       1                    0      0
402   18        0           1  0.90  0.33      0.194    13406     7   1                       1                    0      0
509    5        0           0  0.60  0.88      0.000    13513     7   1                       1                    0      0
1073  17        0           1  0.76  0.66      0.254    14077     8   1                       0                    1      0
1220  20        0           1  0.62  0.83      0.284    14224     8   1                       0                    0      1
669   21        0           0  0.66  0.78      0.090    13673     7   1                       1                    0      0
915    3        0           1  0.70  0.84      0.000    13919     8   1                       1                    0      0
231   15        0           1  0.80  0.41      0.224    13235     7   1                       1                    0      0
730   10        0           1  0.72  0.66      0.000    13734     7   1                       1                    0      0
703    7        0           1  0.70  0.79      0.090    13707     7   1                       1                    0      0
869    5        0           1  0.70  0.79      0.194    13873     8   1                       1                    0      0
1344   0        0           0  0.64  0.89      0.254    14348     8   1                       1                    0      0
1227   3        0           1  0.56  0.88      0.000    14231     8   1                       1                    0      0
716   20        0           1  0.72  0.70      0.224    13720     7   1                       1                    0      0
125    5        0           1  0.74  0.66      0.194    13129     7   1                       1                    0      0
687   15        0           0  0.80  0.43      0.134    13691     7   1                       1                    0      0
1307  11        0           1  0.76  0.48      0.104    14311     8   1                       0                    0      1
551   23        0           1  0.72  0.66      0.164    13555     7   1                       1                    0      0
747    3        0           1  0.64  0.83      0.104    13751     8   1                       1                    0      0
607    7        0           1  0.70  0.74      0.254    13611     7   1                       1                    0      0
1390  22        0           1  0.70  0.84      0.194    14394     8   1                       1                    0      0
1044  12        0           1  0.78  0.40      0.194    14048     8   1                       1                    0      0
808   16        0           1  0.86  0.41      0.224    13812     8   1                       0                    0      1
1032   0        0           1  0.66  0.65      0.104    14036     8   1                       1                    0      0
540   12        0           1  0.80  0.52      0.164    13544     7   1                       0                    0      1
577    1        0           1  0.70  0.58      0.194    13581     7   1                       1                    0      0
796    4        0           1  0.66  0.83      0.254    13800     8   1                       1                    0      0
1380  12        0           1  0.76  0.62      0.000    14384     8   1                       1                    0      0
398   14        0           1  0.94  0.29      0.254    13402     7   1                       1                    0      0
1478  14        0           1  0.90  0.25      0.224    14482     8   1                       1                    0      0
1444   4        0           1  0.62  0.73      0.000    14448     8   1                       1                    0      0
89    17        1           0  0.92  0.35      0.298    13093     7   1                       1                    0      0
888    0        0           1  0.70  0.84      0.194    13892     8   1                       1                    0      0
191   23        0           0  0.68  0.83      0.090    13195     7   1                       0                    1      0
1163  11        0           0  0.72  0.51      0.000    14167     8   1                       1                    0      0
1207   7        0           1  0.62  0.78      0.134    14211     8   1                       0                    0      1
897    9        0           1  0.70  0.74      0.134    13901     8   1                       0                    0      1
1451  11        0           1  0.76  0.40      0.090    14455     8   1                       1                    0      0
1051  19        0           1  0.74  0.58      0.164    14055     8   1                       1                    0      0
248    8        0           1  0.68  0.79      0.164    13252     7   1                       0                    0      1
1202   2        0           1  0.60  0.83      0.164    14206     8   1                       1                    0      0
70    22        0           1  0.68  0.79      0.194    13074     7   1                       1                    0      0
799    7        0           1  0.70  0.74      0.104    13803     8   1                       1                    0      0
852   12        0           0  0.86  0.47      0.522    13856     8   1                       1                    0      0
699    3        0           1  0.66  0.83      0.000    13703     7   1                       1                    0      0
1434  18        0           1  0.74  0.42      0.164    14438     8   1                       1                    0      0
1472   8        0           1  0.70  0.74      0.000    14476     8   1                       0                    0      1
1130   2        0           1  0.66  0.61      0.134    14134     8   1                       1                    0      0
880   16        0           1  0.84  0.41      0.104    13884     8   1                       1                    0      0
771    3        0           1  0.66  0.83      0.000    13775     8   1                       1                    0      0
377   17        0           1  0.76  0.66      0.582    13381     7   1                       0                    1      0
951   15        0           1  0.88  0.32      0.224    13955     8   1                       1                    0      0
672    0        0           0  0.66  0.89      0.134    13676     7   1                       1                    0      0
366    6        0           1  0.68  0.79      0.134    13370     7   1                       1                    0      0
986    2        0           0  0.64  0.78      0.194    13990     8   1                       0                    1      0
859   19        0           0  0.70  0.84      0.224    13863     8   1                       1                    0      0
514   10        0           0  0.66  0.74      0.000    13518     7   1                       0                    0      1
851   11        0           0  0.82  0.56      0.418    13855     8   1                       1                    0      0
1186  10        0           0  0.68  0.69      0.000    14190     8   1                       0                    0      1
606    6        0           1  0.66  0.78      0.254    13610     7   1                       1                    0      0
333   21        0           0  0.70  0.84      0.224    13337     7   1                       1                    0      0
1237  13        0           1  0.74  0.40      0.000    14241     8   1                       1                    0      0
1128   0        0           1  0.68  0.57      0.164    14132     8   1                       1                    0      0
1152   0        0           0  0.64  0.83      0.224    14156     8   1                       0                    0      1
563   11        0           1  0.84  0.53      0.328    13567     7   1                       0                    0      1
241    1        0           1  0.64  0.89      0.000    13245     7   1                       1                    0      0
845    5        0           0  0.72  0.74      0.254    13849     8   1                       1                    0      0
1030  22        0           0  0.70  0.58      0.134    14034     8   1                       1                    0      0
1196  20        0           0  0.64  0.73      0.194    14200     8   1                       0                    0      1
222    6        0           1  0.68  0.79      0.104    13226     7   1                       0                    0      1
549   21        0           1  0.76  0.62      0.194    13553     7   1                       1                    0      0
1203   3        0           1  0.60  0.88      0.104    14207     8   1                       1                    0      0
1471   7        0           1  0.64  0.89      0.090    14475     8   1                       0                    0      1
892    4        0           1  0.68  0.83      0.134    13896     8   1                       1                    0      0
1085   5        0           1  0.64  0.78      0.104    14089     8   1                       1                    0      0
526   22        0           0  0.70  0.74      0.194    13530     7   1                       1                    0      0
445   13        0           1  0.84  0.47      0.134    13449     7   1                       1                    0      0
1086   6        0           1  0.64  0.78      0.104    14090     8   1                       1                    0      0
943    7        0           1  0.70  0.84      0.164    13947     8   1                       0                    0      1
