,Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h_int
3230,4061,Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,3502.0,Short-haul,2
3231,4064,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608.0,Medium,7
3232,4065,IndiGo,24/05/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,9376.0,Short-haul,4
3233,4066,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 07 May,19h 10m,1 stop,No info,13584.0,Extreme duration,19
3234,4067,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,,7354.0,Long-haul,10
3235,4068,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 13 May,22h 15m,1 stop,In-flight meal not included,10844.0,Extreme duration,22
3236,4069,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 13 May,13h 20m,1 stop,No info,14388.0,Long-haul,13
3237,4070,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,16:20,10h 35m,1 stop,No info,14781.0,Long-haul,10
3238,4071,Air India,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,9653.0,Medium,7
3239,4074,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,7663.0,Medium,7
3240,4075,SpiceJet,18/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319.0,Short-haul,2
3241,4076,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,12373.0,Long-haul,16
3242,4078,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,16289.0,Long-haul,11
3243,4079,GoAir,3/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419.0,Short-haul,2
3244,4080,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,11507.0,Medium,7
3245,4081,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,15:15,9h 30m,1 stop,No info,12284.0,Medium,9
3246,4083,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 29 Jun,29h 20m,2 stops,No info,15339.0,Extreme duration,29
3247,4084,SpiceJet,12/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 13 May,1h 30m,non-stop,No info,2017.0,Short-haul,1
3248,4086,IndiGo,21/03/2019,Delhi,Cochin,DEL → TRV → COK,21:05,01:45 22 Mar,4h 40m,1 stop,No info,5947.0,Short-haul,4
3249,4087,Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,8040.0,Short-haul,1
3250,4088,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,10368.0,Extreme duration,26
3251,4089,Air India,18/05/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 19 May,26h 30m,1 stop,No info,8907.0,Extreme duration,26
3252,4090,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049.0,Short-haul,1
3253,4091,Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,8588.0,Short-haul,2
3254,4093,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 07 May,3h,non-stop,No info,5054.0,Short-haul,3
3255,4094,Air Asia,3/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 04 May,2h 50m,non-stop,No info,4483.0,Short-haul,2
3256,4095,Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 22 May,30h 30m,2 stops,No info,10151.0,Extreme duration,30
3257,4097,Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 19 May,20h 45m,2 stops,No info,13486.0,Extreme duration,20
3258,4098,Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 10 Jun,22h 30m,1 stop,No info,8610.0,Extreme duration,22
3259,4100,Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,11:10 25 Mar,26h,2 stops,No info,15187.0,Extreme duration,26
3260,4101,IndiGo,1/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16h 25m,2 stops,No info,10278.0,Long-haul,16
3261,4102,IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442.0,Medium,9
3262,4103,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344.0,Medium,7
3263,4104,Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,08:50 16 Mar,24h 35m,1 stop,No info,5521.0,Extreme duration,24
3264,4105,IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,Short-haul,2
3265,4107,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:35 28 Mar,7h 35m,1 stop,No info,6673.0,Medium,7
3266,4108,Air India,9/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 10 Jun,26h,2 stops,No info,12392.0,Extreme duration,26
3267,4110,Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 16 Jun,38h,3 stops,No info,10703.0,Extreme duration,38
3268,4113,Air Asia,27/04/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 28 Apr,2h 50m,non-stop,No info,3383.0,Short-haul,2
3269,4114,Air India,6/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 07 Jun,16h 10m,2 stops,No info,14960.0,Long-haul,16
3270,4115,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 02 May,13h 20m,1 stop,No info,11467.0,Long-haul,13
3271,4116,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,No info,6673.0,Medium,6
3272,4117,Air India,27/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100.0,Short-haul,1
3273,4119,Air India,1/04/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 02 Apr,12h 45m,1 stop,No info,5117.0,Long-haul,12
3274,4122,Air India,18/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5674.0,Short-haul,3
3275,4123,Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 28 May,18h 45m,2 stops,In-flight meal not included,13029.0,Extreme duration,18
3276,4124,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2 stops,No info,12819.0,Extreme duration,29
3277,4125,Air India,06/03/2019,Banglore,New Delhi,BLR → BOM → UDR → DEL,08:50,16:30 07 Mar,31h 40m,2 stops,No info,14143.0,Extreme duration,31
3278,4126,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,5054.0,Short-haul,2
3279,4127,GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,7646.0,Short-haul,2
3280,4128,Air India,9/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 10 May,28h 50m,2 stops,No info,13591.0,Extreme duration,28
3281,4130,Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 02 Apr,18h 20m,1 stop,In-flight meal not included,5406.0,Extreme duration,18
3282,4131,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 07 May,12h 15m,1 stop,No info,14388.0,Long-haul,12
3283,4133,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,11507.0,Short-haul,3
3284,4134,Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 08 Mar,33h 15m,2 stops,No info,20694.0,Extreme duration,33
3285,4135,Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282.0,Short-haul,2
3286,4137,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,8614.0,Medium,7
3287,4138,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:35 22 Mar,7h 35m,1 stop,No info,7363.0,Medium,7
3288,4139,Air India,15/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 16 May,21h 15m,2 stops,No info,11281.0,Extreme duration,21
3289,4140,GoAir,18/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,4340.0,Short-haul,2
3290,4141,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,5054.0,Short-haul,2
3291,4142,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 28 May,25h 5m,1 stop,In-flight meal not included,12898.0,Extreme duration,25
3292,4143,IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442.0,Medium,7
3293,4144,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714.0,Medium,7
3294,4145,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No info,8018.0,Medium,9
3295,4146,Air India,6/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145.0,Short-haul,2
3296,4147,IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,4784.0,Short-haul,1
3297,4148,Air India,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,11707.0,Medium,8
3298,4149,SpiceJet,21/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No check-in baggage included,3815.0,Short-haul,2
3299,4151,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,18:50,5h 50m,1 stop,No info,11507.0,Medium,5
3300,4152,SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,,3873.0,Short-haul,2
3301,4153,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10 07 Jun,26h 10m,1 stop,No info,14151.0,Extreme duration,26
3302,4154,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 Jun,2h 40m,non-stop,No info,4804.0,Short-haul,2
3303,4155,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 28 May,21h 20m,1 stop,In-flight meal not included,12898.0,Extreme duration,21
3304,4156,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 04 May,2h 50m,non-stop,No info,4284.0,Short-haul,2
3305,4157,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229.0,Short-haul,3
3306,4158,IndiGo,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4h 50m,1 stop,No info,6114.0,Short-haul,4
3307,4159,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14848.0,Medium,7
3308,4160,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10h 45m,1 stop,No info,13611.0,Long-haul,10
3309,4161,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016.0,Short-haul,3
3310,4162,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14571.0,Medium,9
3311,4164,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,11:50,6h 55m,1 stop,No info,6794.0,Medium,6
3312,4165,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 28 Mar,18h 30m,1 stop,In-flight meal not included,6540.0,Extreme duration,18
3313,4166,Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,7240.0,Short-haul,2
3314,4167,Air India,15/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 16 Jun,20h 10m,2 stops,No info,8839.0,Extreme duration,20
3315,4168,SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873.0,Short-haul,2
3316,4170,Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,7199.0,Long-haul,11
3317,4171,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,12898.0,Medium,5
3318,4172,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,,12524.0,Long-haul,10
3319,4174,Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040.0,Short-haul,1
3320,4175,GoAir,3/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5135.0,Medium,9
3321,4176,Air India,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,06:50,23:10,16h 20m,1 stop,No info,5626.0,Long-haul,16
3322,4177,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,15809.0,Long-haul,12
3323,4178,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412.0,Medium,6
3324,4179,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804.0,Medium,7
3325,4180,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0,Short-haul,1
3326,4181,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:20,15h 15m,1 stop,No info,6916.0,Long-haul,15
3327,4183,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14388.0,Medium,5
3328,4184,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1 stop,No info,12327.0,Medium,9
3329,4185,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 04 Jun,8h 55m,2 stops,No info,13014.0,Medium,8
3330,4186,Vistara,15/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403.0,Short-haul,2
3331,4187,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:40,21:00,12h 20m,1 stop,No info,18228.0,Long-haul,12
3332,4188,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 07 Jun,23h 50m,1 stop,In-flight meal not included,10844.0,Extreme duration,23
3333,4189,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Mar,16h 55m,1 stop,In-flight meal not included,13843.0,Long-haul,16
3334,4190,SpiceJet,01/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No info,11690.0,Short-haul,2
3335,4191,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 02 May,16h 5m,1 stop,No info,8452.0,Long-haul,16
3336,4194,Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678.0,Short-haul,1
3337,4195,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 May,13h 20m,1 stop,No info,14151.0,Long-haul,13
3338,4196,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544.0,Short-haul,3
3339,4197,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 13 Jun,28h 50m,1 stop,No info,12692.0,Extreme duration,28
3340,4198,Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,04:25 10 Mar,14h 40m,2 stops,No info,17019.0,Long-haul,14
3341,4199,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,6565.0,Short-haul,2
3342,4200,GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:50,5h 50m,1 stop,No info,5281.0,Medium,5
3343,4203,Air India,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 28 Jun,23h 30m,2 stops,No info,9653.0,Extreme duration,23
3344,4204,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,23:00,07:40 07 Mar,8h 40m,1 stop,No info,9443.0,Medium,8
3345,4205,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,7155.0,Long-haul,14
3346,4208,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,5h 20m,1 stop,No info,9304.0,Medium,5
3347,4211,Air India,15/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228.0,Short-haul,2
3348,4212,SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,,3597.0,Short-haul,2
3349,4213,SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 04 Apr,2h 55m,non-stop,No info,3971.0,Short-haul,2
3350,4214,Multiple carriers,6/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727.0,Medium,8
3351,4216,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 04 Jun,23h 45m,1 stop,In-flight meal not included,10262.0,Extreme duration,23
3352,4218,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 02 Jun,8h 40m,1 stop,No info,14714.0,Medium,8
3353,4219,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,In-flight meal not included,8834.0,Extreme duration,23
3354,4220,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,12:35,7h 50m,1 stop,No info,9838.0,Medium,7
3355,4221,IndiGo,18/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4775.0,Short-haul,4
3356,4222,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823.0,Short-haul,2
3357,4223,Air India,15/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 16 May,30h 40m,2 stops,No info,9443.0,Extreme duration,30
3358,4224,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 16 Jun,14h 55m,1 stop,No info,5883.0,Long-haul,14
3359,4225,Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 25 May,27h 20m,1 stop,No info,9870.0,Extreme duration,27
3360,4226,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 04 Jun,23h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,23
3361,4228,Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 16 May,20h 55m,2 stops,No info,15532.0,Extreme duration,20
3362,4229,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 07 Jun,20h 10m,1 stop,No info,14714.0,Extreme duration,20
3363,4230,Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 19 May,14h 25m,1 stop,No info,9187.0,Long-haul,14
3364,4231,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7038.0,Medium,7
3365,4232,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,,13587.0,Medium,7
3366,4233,Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016.0,Short-haul,2
3367,4234,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,09:15,10:45,1h 30m,non-stop,No info,4049.0,Short-haul,1
3368,4235,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,9536.0,Short-haul,1
3369,4236,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14571.0,Medium,9
3370,4237,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812.0,Medium,7
3371,4238,Air Asia,6/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,8759.0,Long-haul,14
3372,4239,Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10151.0,Medium,9
3373,4240,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804.0,Short-haul,2
3374,4241,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 25 Jun,8h,1 stop,No info,6104.0,Medium,8
3375,4242,Air India,6/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510.0,Short-haul,2
3376,4244,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174.0,Short-haul,2
3377,4245,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 22 May,14h 55m,1 stop,No info,6794.0,Long-haul,14
3378,4246,Air India,6/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 07 Mar,25h 45m,2 stops,No info,15428.0,Extreme duration,25
3379,4248,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 22 May,10h 30m,1 stop,No info,6896.0,Long-haul,10
3380,4251,Air India,9/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 10 May,16h 10m,2 stops,No info,13227.0,Long-haul,16
3381,4254,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 07 Jun,7h 30m,1 stop,In-flight meal not included,7757.0,Medium,7
3382,4255,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1
3383,4257,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14781.0,Medium,7
3384,4258,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4284.0,Short-haul,2
3385,4259,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,No info,7740.0,Long-haul,12
3386,4260,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419.0,Short-haul,2
3387,4262,Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 10 Jun,27h 5m,2 stops,No info,12723.0,Extreme duration,27
3388,4263,Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,04:25 13 Jun,20h 15m,2 stops,No info,11507.0,Extreme duration,20
3389,4264,Air India,3/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121.0,Short-haul,2
3390,4265,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:45,11h 45m,1 stop,No info,17549.0,Long-haul,11
3391,4266,SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 28 Mar,1h 25m,non-stop,No info,1759.0,Short-haul,1
3392,4267,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0,Short-haul,2
3393,4269,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12402.0,Long-haul,11
3394,4271,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 02 Apr,26h 35m,1 stop,No info,12681.0,Extreme duration,26
3395,4272,Air India,1/04/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 02 Apr,23h 40m,1 stop,,5117.0,Extreme duration,23
3396,4273,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 22 May,23h 35m,1 stop,In-flight meal not included,12898.0,Extreme duration,23
3397,4274,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 07 May,25h 45m,1 stop,No info,13941.0,Extreme duration,25
3398,4275,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030.0,Short-haul,2
3399,4276,IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,17501.0,Short-haul,1
3400,4277,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 13 Jun,19h 15m,1 stop,In-flight meal not included,8529.0,Extreme duration,19
3401,4278,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 May,15h 30m,1 stop,No info,8073.0,Long-haul,15
3402,4279,Air India,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 10 May,24h 30m,2 stops,No info,11942.0,Extreme duration,24
3403,4280,Jet Airways,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,18:50,13h 20m,2 stops,No info,11702.0,Long-haul,13
3404,4281,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442.0,Medium,7
3405,4282,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,5054.0,Short-haul,2
3406,4283,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823.0,Short-haul,2
