,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes,ride_date
9940,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1035,3,1990,Male,3,4,4,26,2025-09-12
9941,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),345,Hubbell St at 16th St,2946,2,1987,Male,2,7,7,27,2023-03-02
9942,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4802,2,1989,Male,2,10,10,27,2020-04-08
9943,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,5406,1,1981,Other,1,17,17,26,2021-06-04
9944,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5141,2,1977,Male,2,11,11,27,2024-03-13
9945,12 minutes,3,Powell St BART Station (Market St at 4th St),109,17th St at Valencia St,4911,2,1992,Male,2,12,12,26,2025-03-02
9946,16 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4974,1,1987,Female,1,16,16,26,2026-01-04
9947,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),85,Church St at Duboce Ave,746,1,1979,Male,1,15,15,27,2025-05-02
9948,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,4803,3,1992,Female,3,15,15,26,2024-11-14
9949,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4972,3,1987,Male,3,1,1,26,2020-06-02
9950,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),336,Potrero Ave and Mariposa St,5575,2,1994,Male,2,6,6,27,2020-04-16
9951,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2955,3,1988,Male,3,8,8,26,2021-05-09
9952,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4793,3,1989,Male,3,8,8,27,2022-11-27
9953,17 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,3662,2,1984,Male,2,17,17,26,2022-04-17
9954,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5485,2,2000,Female,2,4,4,26,2025-06-30
9955,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),121,Mission Playground,5566,1,1988,Male,1,18,18,26,2020-12-01
9956,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4713,2,1984,Male,2,6,6,26,2024-11-29
9957,5 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2946,3,1984,Male,3,5,5,27,2021-11-30
9958,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),2889,3,1972,Male,3,2,2,26,2022-10-23
9959,13 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,3303,2,1970,Male,2,13,13,27,2022-09-08
9960,13 minutes,5,Powell St BART Station (Market St at 5th St),345,Hubbell St at 16th St,3246,2,1993,Female,2,13,13,27,2020-06-11
9961,14 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,5105,1,1995,Male,1,14,14,26,2025-06-12
9962,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4343,2,1995,Male,2,8,8,27,2021-11-07
9963,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5491,2,1960,Male,2,9,9,27,2022-01-26
9964,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4751,3,1994,Male,3,6,6,27,2023-07-08
9965,27 minutes,21,Montgomery St BART Station (Market St at 2nd St),119,18th St at Noe St,579,2,1986,Female,2,27,27,26,2022-01-30
9966,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4842,2,1988,Other,2,8,8,26,2023-01-13
9967,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5454,2,1991,Male,2,6,6,27,2021-02-14
9968,6 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5538,3,1990,Other,3,6,6,26,2022-10-14
9969,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5485,3,1984,Male,3,8,8,27,2020-05-24
9970,7 minutes,3,Powell St BART Station (Market St at 4th St),88,11th St at Bryant St,4774,2,1982,Male,2,7,7,26,2022-01-06
9971,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5036,1,1988,Male,1,3,3,27,2026-03-30
9972,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4998,3,1987,Male,3,3,3,26,2023-08-28
9973,18 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5048,2,1994,Male,2,18,18,26,2020-11-10
9974,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),380,Masonic Ave at Turk St,5417,2,1991,Male,2,20,20,26,2025-11-27
9975,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,5448,2,1991,Male,2,14,14,26,2023-09-01
9976,8 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5276,1,1990,Female,1,8,8,26,2025-02-02
9977,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,5312,2,1989,Male,2,7,7,26,2020-08-08
9978,20 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5569,2,1994,Male,2,20,20,26,2023-08-17
9979,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4606,2,1984,Male,2,5,5,26,2021-06-17
9980,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,5573,2,1991,Male,2,18,18,27,2023-10-18
9981,24 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5247,1,1992,Male,1,24,24,26,2022-04-02
9982,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5538,2,1989,Male,2,9,9,27,2026-03-01
9983,7 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),4969,2,1991,Male,2,7,7,27,2023-12-15
9984,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),77,11th St at Natoma St,5193,2,1994,Male,2,13,13,26,2021-03-17
9985,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4641,2,1988,Male,2,12,12,27,2023-08-15
9986,6 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,2120,1,1991,Male,1,6,6,26,2023-07-01
9987,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),369,Hyde St at Post St,5114,2,1971,Male,2,6,6,27,2023-03-17
9988,16 minutes,81,Berry St at 4th St,10,Washington St at Kearny St,4414,2,1991,Female,2,16,16,27,2022-12-23
9989,30 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),2946,2,1990,Male,2,30,30,27,2020-06-28
9990,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),4943,1,1988,Female,1,10,10,26,2022-04-19
9991,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5476,2,1996,Male,2,4,4,26,2021-02-14
9992,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5205,1,1986,Male,1,6,6,26,2020-08-04
9993,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5344,2,1973,Male,2,13,13,27,2020-08-10
9994,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5570,2,1991,Female,2,12,12,27,2020-12-17
9995,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,5366,3,1987,Female,3,4,4,27,2024-11-23
9996,12 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5213,3,1986,Male,3,12,12,26,2025-02-16
9997,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,1316,1,1989,Female,1,22,22,27,2022-09-25
9998,12 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,5400,2,1994,Male,2,12,12,27,2022-01-14
9999,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),84,Duboce Park,4926,2,1984,Female,2,19,19,27,2021-04-08
10000,8 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,1187,2,1990,Male,2,8,8,26,2021-07-17
10001,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4372,2,1988,Male,2,10,10,26,2023-03-11
10002,11 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,4965,2,1983,Male,2,11,11,26,2022-05-24
10003,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,4911,2,1987,Male,2,16,16,26,2020-08-16
10004,10 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,2225,2,1990,Male,2,10,10,27,2025-04-04
10005,20 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5204,2,1985,Male,2,20,20,26,2021-08-16
10006,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5219,1,1996,Male,1,9,9,26,2025-02-09
10007,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5286,2,1995,Male,2,3,3,27,2025-03-30
10008,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5122,2,1983,Male,2,5,5,27,2021-01-27
10009,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3137,3,1979,Female,3,10,10,27,2023-03-20
10010,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),746,3,1990,Male,3,8,8,27,2025-02-13
10011,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,1959,2,1980,Male,2,4,4,27,2022-05-20
10012,22 minutes,16,Steuart St at Market St,52,McAllister St at Baker St,4407,2,1983,Female,2,22,22,27,2025-01-01
10013,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4941,2,1994,Male,2,22,22,27,2022-02-16
10014,11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,3610,2,1986,Male,2,11,11,27,2024-06-10
10015,61 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),4959,2,1993,Male,2,61,61,26,2021-05-20
10016,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4991,2,1981,Male,2,5,5,26,2022-09-09
10017,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4773,2,1991,Male,2,6,6,27,2021-08-04
10018,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,5142,2,1982,Male,2,4,4,27,2021-11-27
10019,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),79,7th St at Brannan St,4638,2,1975,Male,2,3,3,27,2023-10-19
10020,10 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5276,2,1988,Female,2,10,10,27,2021-02-11
10021,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5140,3,1992,Male,3,11,11,27,2024-06-03
10022,10 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,2429,2,1981,Female,2,10,10,26,2020-04-14
10023,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),368,Myrtle St at Polk St,4657,3,1985,Male,3,16,16,27,2024-06-20
10024,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2239,2,1977,Male,2,4,4,26,2020-09-07
10025,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5305,1,1991,Male,1,7,7,26,2022-04-28
10026,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,5331,2,1990,Male,2,15,15,27,2021-10-12
10027,17 minutes,16,Steuart St at Market St,115,Jackson Playground,5520,3,1994,Male,3,17,17,27,2021-09-18
10028,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4962,1,1988,Male,1,8,8,27,2023-04-18
10029,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4969,2,1990,Female,2,13,13,26,2023-05-06
10030,17 minutes,16,Steuart St at Market St,112,Harrison St at 17th St,4329,3,1991,Female,3,17,17,27,2024-03-16
10031,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,3706,1,1988,Male,1,9,9,26,2021-04-07
10032,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,114,3,1991,Male,3,8,8,26,2021-03-18
10033,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,2168,1,1984,Male,1,5,5,26,2024-01-31
10034,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,518,3,1983,Female,3,9,9,26,2021-09-23
10035,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,1841,3,1989,Male,3,8,8,26,2023-08-25
10036,8 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5226,3,1995,Female,3,8,8,26,2024-05-10
10037,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5142,1,1966,Male,1,7,7,27,2023-09-13
10038,20 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,4736,2,1993,Male,2,20,20,27,2026-03-21
10039,4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4773,2,1994,Male,2,4,4,27,2025-07-27
10040,15 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,1864,2,1987,Male,2,15,15,27,2024-01-22
10041,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4921,3,1986,Male,3,10,10,26,2022-04-07
10042,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5032,3,1984,Male,3,3,3,26,2021-07-16
10043,6 minutes,5,Powell St BART Station (Market St at 5th St),25,Howard St at 2nd St,5570,2,1984,Male,2,6,6,27,2021-06-10
10044,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,868,1,1984,Male,1,2,2,27,2024-05-29
10045,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,27,3,1989,Male,3,13,13,27,2024-08-06
10046,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),364,China Basin St at 3rd St,4834,2,1981,Male,2,3,3,26,2025-11-07
10047,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,176,1,1994,Male,1,8,8,27,2022-01-04
10048,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3004,2,1979,Female,2,3,3,26,2025-11-21
10049,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4850,1,1987,Male,1,10,10,27,2020-04-14
10050,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),3589,3,1980,Male,3,9,9,26,2021-03-09
10051,11 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3610,1,1976,Male,1,11,11,27,2026-03-06
10052,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,4960,3,1983,Male,3,7,7,26,2023-06-27
10053,25 minutes,81,Berry St at 4th St,29,O'Farrell St at Divisadero St,1909,2,1986,Male,2,25,25,27,2023-03-01
10054,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,160,3,1979,Female,3,19,19,26,2020-04-11
10055,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5136,3,1985,Male,3,12,12,27,2024-08-13
10056,16 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,5560,2,1986,Male,2,16,16,26,2026-02-14
10057,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,5038,3,1991,Male,3,13,13,26,2026-01-04
10058,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),130,22nd St Caltrain Station,5408,3,1968,Male,3,18,18,26,2025-09-08
10059,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4793,2,1978,Male,2,9,9,27,2022-06-17
10060,10 minutes,22,Howard St at Beale St,104,4th St at 16th St,2678,1,1982,Male,1,10,10,26,2021-06-03
10061,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),1316,3,1984,Male,3,9,9,26,2025-04-09
10062,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1884,2,1991,Male,2,8,8,26,2023-11-04
10063,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),96,Dolores St at 15th St,5412,3,1986,Male,3,19,19,27,2022-06-02
10064,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2193,1,1978,Male,1,9,9,27,2021-04-24
10065,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),97,1,1984,Male,1,9,9,27,2020-08-22
10066,11 minutes,3,Powell St BART Station (Market St at 4th St),369,Hyde St at Post St,4999,2,1988,Male,2,11,11,26,2023-05-13
10067,12 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5015,3,1977,Male,3,12,12,26,2023-03-21
10068,6 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,4604,1,1986,Female,1,6,6,27,2021-01-07
10069,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,75,2,2000,Female,2,12,12,27,2024-02-10
10070,4 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,2299,2,1969,Male,2,4,4,26,2021-04-27
10071,9 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,3309,2,1992,Male,2,9,9,26,2022-12-11
10072,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,416,1,1984,Male,1,4,4,26,2024-09-27
10073,14 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5065,2,1977,Male,2,14,14,27,2022-10-03
10074,6 minutes,16,Steuart St at Market St,19,Post St at Kearny St,5020,1,1960,Male,1,6,6,27,2024-06-23
10075,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5150,2,1964,Male,2,8,8,27,2023-05-05
10076,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5349,1,1970,Female,1,10,10,27,2025-06-27
10077,11 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,4778,3,1985,Male,3,11,11,27,2021-08-30
10078,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3034,3,1983,Male,3,9,9,27,2022-07-17
10079,8 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,2338,2,1983,Male,2,8,8,27,2020-11-15
10080,12 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5570,3,1990,Male,3,12,12,27,2024-04-18
10081,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5533,3,1988,Female,3,17,17,27,2024-07-18
10082,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4659,3,1985,Male,3,8,8,26,2023-04-29
10083,39 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,2187,2,1957,Male,2,39,39,26,2025-04-26
10084,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4850,3,1987,Male,3,10,10,27,2020-10-27
10085,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4344,2,1988,Male,2,6,6,27,2022-03-21
10086,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1090,2,1990,Male,2,3,3,26,2022-06-02
10087,16 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,3402,2,1996,Female,2,16,16,26,2024-04-29
10088,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5219,1,1965,Male,1,2,2,27,2021-03-29
10089,11 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5105,2,1995,Female,2,11,11,27,2024-05-17
10090,18 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,5382,2,1988,Male,2,18,18,27,2024-11-01
10091,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,2795,3,1969,Female,3,9,9,27,2023-04-09
10092,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5137,3,1983,Male,3,18,18,27,2020-10-13
10093,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5054,3,1982,Male,3,9,9,27,2020-09-15
10094,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,663,2,1993,Female,2,17,17,27,2023-01-17
10095,19 minutes,22,Howard St at Beale St,120,Mission Dolores Park,5539,2,1987,Female,2,19,19,27,2021-03-17
10096,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4975,2,1994,Male,2,9,9,26,2021-10-07
10097,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5062,1,1986,Female,1,6,6,26,2024-03-28
10098,12 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4943,2,1996,Male,2,12,12,27,2023-01-31
10099,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2280,2,1993,Female,2,10,10,27,2023-05-20
10100,7 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5038,2,1972,Male,2,7,7,27,2025-05-12
10101,11 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4749,3,1970,Other,3,11,11,26,2021-08-23
10102,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),87,Folsom St at 13th St,5218,2,1996,Female,2,8,8,26,2025-11-26
10103,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5255,3,1967,Male,3,7,7,26,2022-05-01
10104,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4908,3,1984,Male,3,8,8,27,2024-04-14
10105,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),324,Union Square (Powell St at Post St),5520,1,1992,Male,1,8,8,26,2024-03-21
10106,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),365,Turk St at Fillmore St,4750,1,1987,Male,1,13,13,26,2020-11-10
10107,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),122,19th St at Mission St,4654,1,1961,Male,1,16,16,26,2022-06-27
10108,16 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,2799,2,1985,Male,2,16,16,26,2022-05-07
10109,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4657,2,1984,Female,2,8,8,26,2021-03-07
10110,7 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4848,2,1980,Male,2,7,7,26,2020-11-02
10111,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4397,2,1986,Male,2,6,6,27,2022-02-13
10112,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),361,Mendell St at Fairfax Ave,5157,2,1989,Male,2,22,22,27,2022-09-30
10113,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1841,3,1990,Female,3,13,13,26,2024-11-28
10114,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2072,1,1969,Female,1,10,10,26,2026-03-15
10115,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5238,3,1994,Male,3,10,10,27,2024-02-07
10116,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),116,Mississippi St at 17th St,5017,3,1987,Female,3,17,17,27,2021-05-28
10117,9 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5575,2,1985,Male,2,9,9,26,2022-03-06
10118,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,5329,2,1986,Male,2,5,5,26,2021-01-16
10119,17 minutes,81,Berry St at 4th St,96,Dolores St at 15th St,4635,2,1986,Male,2,17,17,26,2021-03-13
10120,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,5318,2,1983,Male,2,19,19,27,2024-07-15
10121,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5120,2,1990,Male,2,2,2,27,2020-09-29
10122,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5462,2,1977,Male,2,4,4,26,2025-07-29
10123,14 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,4619,1,1992,Male,1,14,14,26,2025-03-17
10124,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,577,1,1989,Female,1,12,12,27,2024-05-27
10125,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,2657,1,1994,Male,1,10,10,26,2021-08-15
10126,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5044,1,1987,Female,1,12,12,27,2021-07-17
10127,9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,1700,1,1985,Male,1,9,9,27,2022-09-12
10128,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,5016,3,1990,Male,3,11,11,26,2022-12-20
10129,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4850,2,1983,Male,2,5,5,26,2023-06-01
10130,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,3208,2,1989,Female,2,13,13,27,2025-06-14
10131,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4921,1,1990,Female,1,10,10,27,2021-03-09
10132,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,2535,2,1972,Female,2,3,3,26,2025-12-14
10133,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5533,1,1973,Female,1,13,13,26,2023-09-24
10134,15 minutes,81,Berry St at 4th St,109,17th St at Valencia St,4742,3,1991,Male,3,15,15,26,2021-07-22
